chr,pos,snp,cases,pvalue,ratio,gene,phenotype,gwas,number
chr11,126296589,rs4935969,2104,0.03793,1.082,KIRREL3,Dermatophytosis / Dermatomycosis,Hair color,132
chr11,126619190,rs1557488,212,0.03825,1.293,KIRREL3,Other disorders of thyroid,Attention deficit hyperactivity disorder and conduct disorder,132
chr11,126619190,rs1557488,597,0.03991,1.172,KIRREL3,Lymphadenitis,Attention deficit hyperactivity disorder and conduct disorder,132
chr11,126809705,rs1939992,174,0.04003,1.283,KIRREL3,Cancer of kidney and renal pelvis,"Insulin-like growth factor I precursor, Total",132
chr11,126809705,rs1939992,100,0.04241,1.375,KIRREL3,Sicca syndrome,"Insulin-like growth factor I precursor, Total",132
chr11,126809705,rs1939992,103,0.04333,1.371,KIRREL3,Atrophic gastritis,"Insulin-like growth factor I precursor, Total",132
chr11,126809705,rs1939992,446,0.04355,1.17,KIRREL3,Postoperative infection,"Insulin-like growth factor I precursor, Total",132
chr11,126809705,rs1939992,153,0.044,1.301,KIRREL3,Type 2 diabetic peripheral circulatory disorders,"Insulin-like growth factor I precursor, Total",132
chr11,126809705,rs1939992,167,0.04518,1.292,KIRREL3,Symptoms involving female genital tract,"Insulin-like growth factor I precursor, Total",132
chr11,126619190,rs1557488,533,0.04533,1.175,KIRREL3,Respiratory failure; insufficiency; arrest,Attention deficit hyperactivity disorder and conduct disorder,132
chr11,126809705,rs1939992,184,0.0454,1.275,KIRREL3,Arterial embolism and thrombosis of lower extremity artery,"Insulin-like growth factor I precursor, Total",132
chr11,126296589,rs4935969,198,0.04593,1.229,KIRREL3,Magnesium metabolism disorder,Hair color,132
chr11,126619190,rs1557488,129,0.04733,1.363,KIRREL3,Deficiency anemias NOS,Attention deficit hyperactivity disorder and conduct disorder,132
chr11,126296589,rs4935969,310,0.04779,1.178,KIRREL3,Other dyschromia,Hair color,132
chr11,126619190,rs1557488,209,0.04807,1.285,KIRREL3,Alopecia,Attention deficit hyperactivity disorder and conduct disorder,132
chr11,126619190,rs1557488,571,0.04854,1.174,KIRREL3,Noninflammatory female genital disorders,Attention deficit hyperactivity disorder and conduct disorder,132
chr11,126619190,rs1557488,744,0.04952,1.153,KIRREL3,Sciatica,Attention deficit hyperactivity disorder and conduct disorder,132
chr3,143250070,rs1371924,290,7.438e-5,1.444,SLC9A9,Sepsis and SIRS,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,270,1.014e-4,1.453,SLC9A9,Sepsis,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,295,9.364e-4,1.363,SLC9A9,Secondary malignancy of lymph nodes,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,307,0.001046,1.376,SLC9A9,Psychogenic and somatoform disorders,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,972,0.001155,1.218,SLC9A9,Hypertensive heart and/or renal disease,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,736,0.001329,1.243,SLC9A9,Hypertensive chronic kidney disease,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,579,0.001394,1.269,SLC9A9,"Acute, but ill-defined cerebrovascular disease","Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143056467,rs7632299,192,0.001499,1.447,SLC9A9,Unspecified osteomyelitis,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,2483,0.001665,1.162,SLC9A9,Diverticulosis,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,131,0.001867,1.546,SLC9A9,Fractur of unspecified part of femur,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143424822,rs2800,221,0.002018,1.359,SLC9A9,Essential tremor,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,130,0.003263,1.498,SLC9A9,Anemia in neoplastic disease,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,209,0.003801,1.357,SLC9A9,Duodenal ulcer,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,559,0.004304,1.248,SLC9A9,Aortic aneurysm,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,846,0.00448,1.168,SLC9A9,Blood in stool,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,404,0.004494,1.287,SLC9A9,Abdominal aortic aneurysm,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,202,0.005492,1.37,SLC9A9,Other specified disorders of liver,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,3231,0.005596,1.093,SLC9A9,Diabetes mellitus,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,1853,0.006638,1.138,SLC9A9,Other abnormal blood chemistry,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,2761,0.006873,1.131,SLC9A9,Diverticulosis and diverticulitis,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,2041,0.007593,1.13,SLC9A9,Atrial fibrillation & flutter,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,1950,0.008134,1.131,SLC9A9,Atrial fibrillation,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,235,0.008185,1.295,SLC9A9,Scar conditions and fibrosis of skin,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,1167,0.009023,1.149,SLC9A9,Hypotension,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,450,0.009518,1.249,SLC9A9,Other specified nonpsychotic and/or transient mental disorders,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,539,0.009545,1.212,SLC9A9,Hyperpotassemia,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,435,0.009737,1.254,SLC9A9,Mental disorders due to brain damage,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,127,0.01042,1.448,SLC9A9,Psychogenic disorder,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,492,0.01056,1.219,SLC9A9,Anemia of chronic disease,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,3122,0.01073,1.087,SLC9A9,Type 2 diabetes,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,162,0.01148,1.381,SLC9A9,Pulmonary congestion and hypostasis,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,8185,0.01206,1.082,SLC9A9,Hypertension,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,195,0.0125,1.302,SLC9A9,Pneumonitis due to inhalation of food or vomitus,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,8134,0.01278,1.082,SLC9A9,Essential hypertension,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,176,0.0132,1.355,SLC9A9,Noninflammatory disorders of vagina,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143424822,rs2800,660,0.01345,1.169,SLC9A9,"Inflammatory disease of cervix, vagina, and vulva","Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,110,0.01347,1.45,SLC9A9,Degenerative disease of the spinal cord,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,759,0.01414,1.2,SLC9A9,AV block,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,499,0.01552,1.2,SLC9A9,"Cancer, suspected or other","Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,2044,0.0161,1.107,SLC9A9,Heart failure,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,102,0.01628,1.448,SLC9A9,Cancer of the digestive organs and peritoneum,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,2061,0.01655,1.109,SLC9A9,Renal failure,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,4518,0.01747,1.104,SLC9A9,Hypercholesterolemia,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,589,0.01765,1.163,SLC9A9,Nontoxic nodular goiter,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,1854,0.0178,1.109,SLC9A9,Systolic/diastolic heart failure,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,154,0.01807,1.353,SLC9A9,Secondary malignant neoplasm of liver,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,361,0.01812,1.206,SLC9A9,Thyrotoxicosis,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,621,0.01824,1.185,SLC9A9,Fracture of radius and ulna,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,539,0.0186,1.209,SLC9A9,Fracture of neck of femur,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,267,0.01875,1.261,SLC9A9,Sinoatrial node dysfunction,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,500,0.01884,1.181,SLC9A9,Vaginitis and vulvovaginitis,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,102,0.01928,1.398,SLC9A9,Graves' disease,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,1544,0.01979,1.12,SLC9A9,Chronic renal failure,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,166,0.02026,1.306,SLC9A9,Abnormal coagulation profile,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,1824,0.02057,1.1,SLC9A9,Other hypertrophic and atrophic conditions of skin,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,212,0.02064,1.266,SLC9A9,Other disorders of thyroid,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,563,0.02096,1.194,SLC9A9,Hammer toe,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143424822,rs2800,123,0.0219,1.349,SLC9A9,Neoplasm of unspecified nature of digestive system,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,557,0.02247,1.188,SLC9A9,Diseases of hard tissues of teeth,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,188,0.0225,1.322,SLC9A9,Somatoform disorder,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,241,0.02312,1.275,SLC9A9,Osteomyelitis,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,492,0.02371,1.244,SLC9A9,Hyperglyceridemia,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,1449,0.02403,1.134,SLC9A9,Constipation,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,1706,0.02537,1.106,SLC9A9,Disorders of liver,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,815,0.02549,1.139,SLC9A9,"Keratoderma, acquired","Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,1338,0.02573,1.124,SLC9A9,Abnormal electrocardiogram,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,377,0.02594,1.189,SLC9A9,Nontoxic uninodular goiter,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,1950,0.02603,1.124,SLC9A9,Atrial fibrillation,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,326,0.02707,1.205,SLC9A9,Cellulitis and abscess of arm,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,414,0.02721,1.197,SLC9A9,Diseases of pancreas,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,836,0.02725,1.153,SLC9A9,Unstable angina (intermediate coronary syndrome),"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,307,0.02769,1.235,SLC9A9,Pernicious or B12 deficiency anemia,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,2041,0.02808,1.12,SLC9A9,Atrial fibrillation & flutter,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,165,0.02911,1.283,SLC9A9,Myeloproliferative disease,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,235,0.02941,1.267,SLC9A9,"Cyst of kidney, acquired","Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,120,0.0295,1.372,SLC9A9,Cirrhosis of liver without mention of alcohol,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,176,0.02982,1.307,SLC9A9,Megaloblastic anemia,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,756,0.03018,1.155,SLC9A9,Abnormal findings examination of lungs,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,280,0.03024,1.251,SLC9A9,Gastric ulcer,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,565,0.03151,1.187,SLC9A9,Phlebitis and thrombophlebitis,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,160,0.03184,1.327,SLC9A9,Heartburn,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,278,0.03214,1.235,SLC9A9,Protein plasma/amino-acid transport and metabolism disorder,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,797,0.03241,1.145,SLC9A9,Acute renal failure,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,840,0.03244,1.124,SLC9A9,Cardiomegaly,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,576,0.03256,1.166,SLC9A9,Cardiac pacemaker/device in situ,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,605,0.03269,1.158,SLC9A9,Septicemia,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143056467,rs7632299,109,0.03342,1.389,SLC9A9,Pernicious anemia,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,461,0.03385,1.188,SLC9A9,Orthostatic hypotension,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,2477,0.03466,1.084,SLC9A9,"Anxiety, phobic and dissociative disorders","Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,406,0.03509,1.193,SLC9A9,Intestinal infection,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143424822,rs2800,2286,0.03523,1.081,SLC9A9,Other peripheral nerve disorders,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,307,0.0354,1.198,SLC9A9,Althete's foot,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,466,0.03616,1.164,SLC9A9,Benign neoplasm of uterus,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,2341,0.03652,1.092,SLC9A9,"Disorders of synovium, tendon, and bursa","Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143424822,rs2800,1170,0.03655,1.121,SLC9A9,Dementias,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143056467,rs7632299,101,0.03677,1.401,SLC9A9,Unspecified erythematous condition,"Non-alcoholic fatty liver disease, Lobular inflamation",131
chr3,143250070,rs1371924,700,0.03739,1.159,SLC9A9,Other aneurysm,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,522,0.03776,1.173,SLC9A9,Elevated levels of transaminase or lactic acid dehydrogenase,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,1829,0.03857,1.102,SLC9A9,Abnormal glucose,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,2631,0.03866,1.085,SLC9A9,Cerebrovascular disease,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,440,0.03874,1.207,SLC9A9,Phlebitis and thrombophlebitis of lower extremities,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143424822,rs2800,1436,0.03914,1.096,SLC9A9,Hypovolemia,"Non-alcoholic fatty liver disease, Alanine aminotransferase",131
chr3,143250070,rs1371924,273,0.03921,1.23,SLC9A9,Polymyalgia Rheumatica,"Arterial stiffness (reflected wave amplitude, long-term average)",131
chr3,143250070,rs1371924,1405,0.03944,1.112,SLC9A9,Erythematous conditions,"Arterial stiffness (reflected wave amplitude, long-term average)",131
